type	wavelength of EL (angstroms)	EL flux (erg/cm^2/s)	continuum flux density	EW observed
LAE	3.9932e+03	5.6535e-17	4.4750e-01	6.7197e+01
OII	4.1846e+03	3.8000e-16	1.3111e+01	1.6929e+01
OII	4.1674e+03	1.2145e-16	2.7800e+00	2.5308e+01
LAE	4.1956e+03	4.3406e-17	1.4771e+00	1.7255e+01
LAE	3.9766e+03	1.4133e-16	1.8910e-01	3.9423e+02
LAE	4.0192e+03	5.9015e-17	1.0080e-01	3.1547e+02
LAE	4.1628e+03	1.0262e-16	4.7500e-01	1.2488e+02
LAE	3.8534e+03	7.9105e-17	2.4730e-01	1.5843e+02
LAE	3.8855e+03	6.1756e-17	4.4200e-01	7.0359e+01
LAE	3.9898e+03	5.8751e-17	2.2610e+00	1.3798e+01
LAE	4.0419e+03	8.7766e-17	2.8180e-01	1.6972e+02
OII	4.0806e+03	4.1116e-16	6.4912e+01	3.5180e+00
LAE	3.9595e+03	8.5375e-17	6.3570e-01	7.0232e+01
LAE	3.9334e+03	5.8551e-17	3.1500e-02	9.5924e+02
OII	4.1816e+03	9.3295e-16	8.5317e+01	6.3779e+00
OII	4.0191e+03	4.4443e-16	3.7021e+03	6.4700e-02
LAE	3.8916e+03	5.9177e-17	1.8540e-01	1.6124e+02
LAE	3.9327e+03	6.0520e-17	5.4840e-01	5.6934e+01
OII	3.9560e+03	7.8432e-16	1.4861e+02	2.7551e+00
LAE	4.0236e+03	5.1325e-17	-2.5100e-02	1.0000e+04
OII	4.0865e+03	1.1907e-15	2.1365e+02	3.1044e+00
LAE	4.0175e+03	6.0510e-17	3.6237e+00	8.9901e+00
LAE	3.9106e+03	1.0044e-16	5.0120e-01	1.0223e+02
LAE	4.0579e+03	8.1612e-17	2.7350e-01	1.6390e+02
LAE	4.0599e+03	6.2151e-17	7.2780e-01	4.6951e+01
LAE	4.1437e+03	7.5405e-17	4.0350e-01	1.0703e+02
OII	4.0328e+03	1.8790e-15	8.8256e+02	1.1550e+00
LAE	3.8567e+03	1.1477e-16	2.1810e-01	2.6108e+02
LAE	4.1207e+03	1.2109e-16	5.7430e+00	1.1943e+01
OII	4.0414e+03	4.5640e-15	1.3346e+02	1.8630e+01
OII	4.1067e+03	1.8125e-16	2.6908e+02	3.7890e-01
LAE	4.1265e+03	5.3575e-17	2.9610e-01	1.0277e+02
OII	4.1642e+03	2.7965e-16	2.3221e+01	6.9660e+00
OII	3.9739e+03	1.4829e-16	4.4780e+00	1.7444e+01
LAE	4.0485e+03	8.7922e-17	1.8760e-01	2.5623e+02
LAE	3.9152e+03	1.2181e-16	2.4529e+01	2.5391e+00
LAE	3.8734e+03	6.0329e-17	1.3140e-01	2.2977e+02
LAE	3.8028e+03	7.2592e-17	2.5950e-01	1.3494e+02
OII	4.1487e+03	1.4993e-16	1.2123e+01	7.1002e+00
LAE	4.1978e+03	4.3242e-17	7.7730e-01	3.2700e+01
LAE	3.9970e+03	8.2366e-17	7.4750e-01	5.8720e+01
LAE	3.9820e+03	8.5784e-17	1.6490e-01	2.7515e+02
LAE	4.1341e+03	8.6071e-17	6.5600e-02	7.4798e+02
LAE	3.8383e+03	6.8321e-17	1.2290e-01	2.7319e+02
LAE	4.1231e+03	5.5916e-17	1.5390e-01	2.0603e+02
LAE	3.8975e+03	7.2437e-17	5.4110e-01	6.7831e+01
LAE	3.9937e+03	1.1716e-16	1.6320e-01	3.8194e+02
LAE	4.1581e+03	5.0076e-17	2.2963e+00	1.2577e+01
LAE	3.9765e+03	4.9695e-17	7.6470e-01	3.4277e+01
LAE	3.9141e+03	8.6089e-17	2.3070e-01	1.9070e+02
LAE	3.8459e+03	1.6159e-16	5.1960e-01	1.5344e+02
LAE	4.0991e+03	8.7026e-17	9.4010e-01	5.1883e+01
OII	4.1560e+03	2.2967e-16	3.1732e+01	4.1700e+00
LAE	4.0048e+03	5.8481e-17	9.3330e-01	3.3522e+01
LAE	3.9779e+03	1.1872e-16	2.6020e-01	2.4083e+02
LAE	4.1106e+03	8.1643e-17	5.2390e-01	8.7834e+01
LAE	4.0624e+03	6.4092e-17	1.8850e-01	1.8717e+02
LAE	4.1438e+03	6.1637e-17	7.3300e-02	4.8163e+02
LAE	3.9274e+03	1.8054e-16	1.9361e+00	4.7976e+01
LAE	4.0776e+03	1.2332e-16	2.7140e-01	2.5201e+02
LAE	3.9002e+03	5.2357e-17	9.5200e-02	2.7906e+02
OII	4.0739e+03	1.8271e-16	1.0725e+01	9.4309e+00
LAE	3.9325e+03	7.6631e-17	1.5980e-01	2.4737e+02
OII	4.1792e+03	1.4406e-15	3.7019e+03	2.2670e-01
LAE	4.0793e+03	7.0800e-17	9.8270e-01	3.9992e+01
LAE	3.8632e+03	1.3551e-16	5.8599e+00	1.1512e+01
OII	4.0720e+03	2.7144e-15	2.4893e+02	6.0309e+00
LAE	3.9539e+03	1.0918e-16	8.8510e+00	6.4325e+00
OII	3.9001e+03	4.4581e-16	1.2771e+02	1.7711e+00
LAE	4.0718e+03	5.6082e-17	3.1810e-01	9.7504e+01
LAE	4.0326e+03	4.8448e-17	1.8200e-02	1.4440e+03
OII	4.0886e+03	9.9240e-17	6.8442e+00	8.0854e+00
LAE	4.1522e+03	6.8877e-17	1.4376e+01	2.7554e+00
LAE	3.8692e+03	5.5447e-17	2.2350e-01	1.2388e+02
LAE	3.9044e+03	8.6040e-17	1.9880e-01	2.2008e+02
LAE	4.1828e+03	7.6796e-17	1.6840e-01	2.6613e+02
LAE	4.1081e+03	4.5255e-17	1.4510e-01	1.7558e+02
LAE	3.9427e+03	8.8487e-17	2.4680e-01	1.8591e+02
LAE	3.9470e+03	1.4055e-16	1.4230e-01	5.1325e+02
LAE	4.1798e+03	5.7895e-17	4.1900e-01	8.0522e+01
LAE	4.1684e+03	5.4328e-17	1.7600e-02	1.7891e+03
LAE	4.1148e+03	6.1372e-17	2.0680e-01	1.6761e+02
LAE	3.8277e+03	7.4541e-17	1.4840e-01	2.4547e+02
OII	4.1012e+03	1.8691e-16	1.5062e+01	6.9619e+00
LAE	3.9677e+03	1.1020e-16	4.3000e-01	1.3458e+02
LAE	4.1677e+03	4.9267e-17	5.3900e-02	5.2959e+02
LAE	4.1711e+03	8.6088e-17	6.7910e-01	7.3567e+01
LAE	3.8627e+03	5.8311e-17	3.3740e-01	8.6011e+01
LAE	3.8402e+03	8.4857e-17	1.6284e+00	2.5634e+01
LAE	4.0799e+03	1.6281e-16	4.2553e+00	2.1244e+01
LAE	4.1934e+03	8.3616e-17	7.7600e-02	6.3204e+02
LAE	3.8728e+03	2.2493e-16	1.0322e+00	1.0902e+02
OII	3.9034e+03	6.1619e-16	3.3191e+01	9.4353e+00
LAE	3.8992e+03	6.6136e-17	3.5968e+00	9.3251e+00
OII	4.1757e+03	5.6451e-17	3.8537e+00	8.5198e+00
LAE	3.9195e+03	8.0014e-17	2.4529e+00	1.6715e+01
OII	4.1812e+03	4.6732e-17	1.4043e+01	1.9405e+00
LAE	4.1065e+03	1.0515e-16	3.5417e+00	1.6700e+01
OII	4.0470e+03	1.3412e-15	2.3794e+02	3.0793e+00
LAE	3.8478e+03	8.4836e-17	7.1250e-01	5.8804e+01
LAE	3.9848e+03	1.1561e-16	9.1521e+00	6.6907e+00
OII	4.1164e+03	2.2666e-16	5.5169e+01	2.3222e+00
OII	4.0795e+03	4.0995e-15	3.1356e+02	7.2579e+00
OII	4.0715e+03	1.8677e-15	6.5073e+01	1.5871e+01
OII	4.0453e+03	2.8099e-16	8.6189e+02	1.7800e-01
LAE	4.0052e+03	8.1627e-17	6.1050e-01	7.1543e+01
LAE	3.8906e+03	5.6426e-17	8.6400e-02	3.2974e+02
LAE	4.1412e+03	1.2222e-16	1.5490e-01	4.5135e+02
OII	4.1414e+03	4.0835e-15	7.6876e+02	3.0388e+00
LAE	4.1663e+03	6.7612e-17	1.7860e-01	2.1919e+02
OII	3.9714e+03	4.4956e-17	1.0169e+01	2.3259e+00
LAE	3.9442e+03	9.3296e-17	6.8786e+00	7.0381e+00
OII	4.1993e+03	2.0092e-16	1.4072e+02	8.3980e-01
LAE	4.0105e+03	2.0375e-16	9.9096e+00	1.1031e+01
LAE	4.1205e+03	8.4130e-17	2.3250e-01	2.0493e+02
LAE	4.1310e+03	5.4503e-17	2.3650e+00	1.3118e+01
LAE	4.0179e+03	5.4329e-17	6.4860e-01	4.5107e+01
LAE	3.8956e+03	1.4563e-16	2.5707e+00	2.8677e+01
LAE	4.0999e+03	1.1849e-16	2.3175e+00	2.8667e+01
LAE	3.9586e+03	6.8761e-17	1.6620e-01	2.1626e+02
LAE	3.8115e+03	1.7694e-16	3.5930e-01	2.3863e+02
LAE	4.1356e+03	5.6938e-17	2.9250e-01	1.1105e+02
LAE	4.0609e+03	8.0968e-17	8.4080e-01	5.2972e+01
LAE	3.9137e+03	9.1994e-17	1.7030e-01	2.7599e+02
LAE	4.1334e+03	4.6687e-17	9.9900e-02	2.6634e+02
LAE	3.9399e+03	5.8853e-17	2.6730e-01	1.1400e+02
LAE	3.9251e+03	5.7229e-17	1.4886e+01	1.9758e+00
LAE	3.8471e+03	6.6021e-17	7.3470e-01	4.4363e+01
LAE	3.9687e+03	5.5402e-17	1.3410e-01	2.1705e+02
OII	4.0991e+03	5.8271e-17	6.6227e+01	4.9320e-01
LAE	4.1112e+03	8.9013e-17	4.6370e-01	1.0822e+02
LAE	4.1152e+03	7.4290e-17	2.0400e-01	2.0572e+02
OII	4.1110e+03	8.7258e-17	3.8395e+00	1.2812e+01
LAE	3.9707e+03	6.6798e-17	1.4168e+00	2.4795e+01
OII	4.1717e+03	1.1290e-16	1.5078e+01	4.3467e+00
LAE	3.9223e+03	5.2009e-17	9.1000e-02	2.9329e+02
LAE	3.9807e+03	5.4064e-17	-8.0900e-02	1.0000e+04
LAE	3.9630e+03	6.6446e-17	6.2200e-02	5.5965e+02
OII	4.1726e+03	4.5630e-16	3.4978e+01	7.5761e+00
LAE	4.0357e+03	6.3136e-17	2.0087e+00	1.7076e+01
OII	3.9500e+03	1.8245e-15	2.0397e+02	4.6554e+00
LAE	3.9128e+03	1.0071e-16	6.8240e-01	7.5367e+01
LAE	3.9683e+03	5.4379e-17	1.8090e-01	1.5790e+02
LAE	3.9970e+03	5.7667e-17	5.1670e-01	5.9476e+01
LAE	3.8795e+03	6.4715e-17	2.2840e-01	1.4225e+02
OII	4.0844e+03	1.0183e-16	1.8341e+02	3.0890e-01
LAE	4.0211e+03	6.6409e-17	4.7400e-01	7.5564e+01
OII	4.1240e+03	9.1844e-17	2.2022e+00	2.3660e+01
LAE	3.8108e+03	6.1131e-17	1.7160e-01	1.7257e+02
LAE	3.9675e+03	1.0034e-16	4.6130e-01	1.1421e+02
OII	4.0034e+03	1.7338e-16	1.5547e+01	5.9621e+00
LAE	3.9902e+03	6.5283e-17	2.4870e-01	1.3941e+02
LAE	4.0973e+03	7.7835e-17	1.9730e-01	2.2091e+02
LAE	3.9236e+03	1.2322e-16	3.3550e-01	1.8860e+02
LAE	4.1329e+03	8.0567e-17	5.3241e+00	8.6217e+00
LAE	3.8959e+03	5.1252e-17	3.6000e-02	7.2079e+02
LAE	4.1099e+03	4.5805e-17	3.5290e-01	7.3132e+01
LAE	3.8418e+03	2.0073e-16	1.3562e+00	7.2869e+01
LAE	4.0374e+03	6.3013e-17	6.4075e+00	5.3472e+00
LAE	4.0828e+03	7.6019e-17	8.5040e-01	4.9705e+01
LAE	3.8982e+03	1.6769e-16	4.5241e+01	1.8788e+00
LAE	4.1287e+03	5.1765e-17	3.1050e-01	9.4795e+01
OII	4.1400e+03	2.5252e-15	1.0058e+02	1.4354e+01
LAE	3.9506e+03	5.4962e-17	5.7200e-02	5.0024e+02
LAE	3.8153e+03	6.8015e-17	1.1990e-01	2.7543e+02
LAE	3.9695e+03	9.3725e-17	-1.4000e-02	1.0000e+04
OII	3.8355e+03	3.7793e-16	2.1131e+01	8.7760e+00
LAE	3.9273e+03	4.9850e-17	4.4730e-01	5.7338e+01
LAE	4.0637e+03	5.9159e-17	1.1300e+00	2.8837e+01
OII	4.1873e+03	6.0604e-17	4.5987e+00	7.7075e+00
LAE	3.8040e+03	9.8191e-17	4.0920e-01	1.1582e+02
OII	4.1994e+03	5.4451e-17	2.3085e+01	1.3875e+00
LAE	4.0636e+03	6.9723e-17	4.7970e-01	8.0058e+01
LAE	3.9543e+03	6.7119e-17	-7.7000e-03	1.0000e+04
LAE	4.0157e+03	7.2382e-17	1.8370e-01	2.1194e+02
LAE	3.9647e+03	6.4816e-17	1.7150e-01	1.9816e+02
LAE	3.8701e+03	7.8223e-17	8.4401e+00	4.6304e+00
OII	4.1408e+03	5.6615e-16	1.8068e+01	1.7921e+01
LAE	3.9078e+03	1.4826e-16	9.8100e-02	7.6985e+02
LAE	3.9463e+03	5.3283e-17	3.0770e-01	8.9953e+01
OII	4.1241e+03	1.5966e-16	2.5041e+01	3.6173e+00
OII	4.1454e+03	6.3509e-17	6.4210e+00	5.6695e+00
LAE	4.1322e+03	6.2215e-17	3.5750e-01	9.9121e+01
LAE	3.9998e+03	8.5657e-17	2.0200e-01	2.2630e+02
OII	4.0602e+03	6.8939e-15	1.4961e+02	2.5339e+01
LAE	3.9688e+03	5.9899e-17	3.9610e-01	7.9452e+01
LAE	3.9312e+03	6.0324e-17	1.4493e+00	2.1457e+01
LAE	3.9513e+03	7.2416e-17	4.0170e-01	9.3882e+01
LAE	4.0436e+03	5.8368e-17	3.6630e-01	8.6905e+01
LAE	4.0386e+03	5.3252e-17	7.7430e+00	3.7417e+00
OII	4.0940e+03	1.3229e-16	2.6205e+00	2.8224e+01
LAE	4.0825e+03	6.4501e-17	4.7900e-02	7.4861e+02
LAE	3.9717e+03	6.1613e-17	1.1374e+00	2.8503e+01
LAE	3.9164e+03	1.1717e-16	5.0320e-01	1.1913e+02
LAE	4.0410e+03	7.3420e-17	4.0450e-01	9.8869e+01
LAE	4.1187e+03	1.1456e-16	7.3300e-01	8.8436e+01
OII	4.0048e+03	6.0481e-17	1.7742e+01	1.8237e+00
LAE	3.8113e+03	1.1947e-16	9.4300e-02	6.1387e+02
OII	3.9088e+03	2.0623e-16	2.1040e+01	4.9954e+00
LAE	3.8401e+03	1.1251e-16	8.6170e-01	6.4226e+01
LAE	4.1244e+03	6.4296e-17	5.3540e-01	6.8140e+01
LAE	3.9201e+03	6.7323e-17	1.7022e+00	2.0273e+01
OII	3.8924e+03	1.4536e-16	7.2973e+01	1.0067e+00
OII	4.0812e+03	7.8745e-17	1.2309e+01	3.5542e+00
OII	4.1709e+03	8.6917e-17	3.9890e+00	1.2644e+01
LAE	4.1221e+03	1.9692e-16	1.0291e+01	1.0846e+01
LAE	4.1039e+03	9.7754e-17	3.0670e-01	1.7906e+02
LAE	4.1053e+03	8.2107e-17	5.9050e-01	7.8168e+01
OII	4.1001e+03	1.8436e-15	1.1933e+02	8.6634e+00
LAE	3.8718e+03	2.1470e-16	3.0520e-01	3.5176e+02
LAE	3.9506e+03	1.6725e-16	5.7590e-01	1.5119e+02
LAE	3.9415e+03	9.1411e-17	2.7010e-01	1.7537e+02
LAE	4.0704e+03	8.8312e-17	3.4170e-01	1.4283e+02
LAE	4.0408e+03	7.9017e-17	3.9060e-01	1.1018e+02
LAE	4.1935e+03	4.5775e-17	4.0500e-02	6.6299e+02
LAE	3.9118e+03	6.0797e-17	4.2000e-02	7.3887e+02
LAE	3.9847e+03	1.1796e-16	3.0700e-01	2.0351e+02
OII	4.1102e+03	5.0898e-17	1.0582e+00	2.7104e+01
OII	4.1647e+03	8.1307e-16	2.0146e+01	2.3350e+01
LAE	3.9396e+03	4.9441e-17	3.9320e-01	6.5095e+01
LAE	4.1043e+03	6.6331e-17	1.6406e+00	2.2718e+01
LAE	3.8111e+03	5.9239e-17	1.6170e-01	1.7749e+02
OII	3.9867e+03	2.3176e-15	2.2339e+02	5.5003e+00
OII	4.1596e+03	1.0080e-16	5.3594e+00	1.0855e+01
LAE	3.9223e+03	6.0614e-17	3.2450e-01	9.5854e+01
LAE	4.0295e+03	6.2226e-17	1.0577e+00	3.1863e+01
LAE	4.1136e+03	4.8339e-17	1.1861e+00	2.3004e+01
LAE	3.9258e+03	5.7519e-17	1.8980e-01	1.5580e+02
LAE	3.9545e+03	6.1156e-17	3.3930e-01	9.4020e+01
OII	4.0052e+03	3.0195e-16	5.8784e+00	2.7486e+01
LAE	3.9541e+03	8.7343e-17	1.1558e+00	3.9411e+01
LAE	4.0049e+03	5.4669e-17	3.5199e+00	8.3094e+00
LAE	4.0332e+03	5.9625e-17	1.5332e+00	2.1101e+01
LAE	4.0888e+03	7.6246e-17	2.3590e-01	1.8024e+02
LAE	3.8025e+03	1.1502e-16	1.0046e+00	5.5219e+01
OII	4.0901e+03	1.8944e-16	1.6775e+01	6.3017e+00
LAE	4.1267e+03	1.1513e-16	1.1307e+00	5.7839e+01
LAE	4.0651e+03	5.3251e-17	3.0650e-01	9.5768e+01
LAE	4.0100e+03	1.1090e-16	7.4570e-01	7.9768e+01
LAE	3.8258e+03	8.4094e-17	3.0649e+00	1.3396e+01
LAE	3.8215e+03	6.9515e-17	1.2170e-01	2.7825e+02
LAE	4.0960e+03	9.6316e-17	1.6710e-01	3.2257e+02
OII	4.0643e+03	1.5277e-16	9.8360e+00	8.5578e+00
LAE	4.0236e+03	5.4370e-17	1.1570e-01	2.5377e+02
OII	4.1317e+03	6.1779e-16	1.6854e+01	2.0873e+01
LAE	4.1943e+03	9.4580e-17	3.1490e-01	1.7625e+02
OII	4.1447e+03	1.3578e-16	8.1514e+00	9.5447e+00
OII	3.9987e+03	1.7601e-16	1.4931e+01	6.2877e+00
LAE	3.9570e+03	5.9517e-17	2.7570e-01	1.1275e+02
LAE	3.8099e+03	1.0172e-16	8.5000e-02	5.7941e+02
OII	4.0928e+03	2.5945e-16	1.3530e+01	1.0715e+01
LAE	3.9059e+03	5.8136e-17	1.8560e-01	1.5940e+02
OII	4.1023e+03	1.6505e-16	1.9534e+01	4.7431e+00
LAE	3.9395e+03	9.5909e-17	2.6490e-01	1.8743e+02
LAE	4.0869e+03	5.2152e-17	7.5100e-02	3.8690e+02
LAE	4.0004e+03	5.9096e-17	5.6381e+00	5.5951e+00
OII	4.1241e+03	4.0745e-16	1.7122e+01	1.3501e+01
LAE	4.0596e+03	5.3507e-17	3.1830e-01	9.2411e+01
LAE	3.9157e+03	8.9814e-17	4.7000e-03	9.7733e+03
LAE	4.0892e+03	6.4573e-17	3.0310e-01	1.1883e+02
LAE	4.0087e+03	1.3911e-16	4.9754e+00	1.4987e+01
LAE	3.8789e+03	6.3335e-17	3.7360e-01	8.5083e+01
LAE	4.0024e+03	6.3301e-17	6.6870e-01	5.0583e+01
LAE	3.9173e+03	6.0001e-17	3.2900e-02	9.3352e+02
LAE	4.0462e+03	6.4531e-17	1.6240e-01	2.1700e+02
LAE	4.1014e+03	5.0910e-17	5.0300e-01	5.6790e+01
LAE	3.8875e+03	8.5547e-17	1.4057e+00	3.0678e+01
LAE	4.1517e+03	6.1623e-17	2.9460e-01	1.2026e+02
LAE	4.1081e+03	5.2366e-17	7.0880e-01	4.1589e+01
LAE	4.1776e+03	5.2791e-17	1.4950e-01	2.0557e+02
LAE	4.1241e+03	1.1102e-16	1.2560e-01	5.0147e+02
LAE	4.0188e+03	5.1345e-17	1.1480e+00	2.4095e+01
LAE	3.9764e+03	8.9115e-17	1.9460e-01	2.4153e+02
OII	4.1167e+03	1.7083e-16	6.1506e+00	1.5701e+01
LAE	3.8894e+03	5.3433e-17	4.4060e-01	6.1193e+01
LAE	3.8830e+03	5.1605e-17	1.9600e-01	1.3242e+02
LAE	4.1650e+03	5.6921e-17	3.0840e-01	1.0680e+02
OII	4.1512e+03	8.8028e-16	5.8346e+01	8.6725e+00
LAE	4.0038e+03	9.2316e-17	2.8590e-01	1.7266e+02
LAE	4.0716e+03	8.8861e-17	1.0010e+00	4.9089e+01
LAE	4.0541e+03	1.0368e-16	6.1890e-01	9.1841e+01
LAE	3.9612e+03	6.3927e-17	7.0800e-01	4.7258e+01
LAE	3.8248e+03	6.3187e-17	2.7994e+00	1.1014e+01
LAE	3.9836e+03	4.9074e-17	8.5780e-01	3.0283e+01
LAE	3.8045e+03	8.7280e-17	1.1090e-01	3.7998e+02
LAE	3.9156e+03	6.0102e-17	3.0350e-01	1.0127e+02
LAE	4.1052e+03	4.7225e-17	2.4440e-01	1.0862e+02
LAE	4.0457e+03	5.4050e-17	1.2600e-01	2.3420e+02
LAE	3.9085e+03	1.9121e-16	2.5310e-01	3.8496e+02
OII	4.1829e+03	7.6285e-17	3.1724e+00	1.4034e+01
LAE	3.9394e+03	5.5534e-17	3.7950e-01	7.5750e+01
LAE	3.8328e+03	6.6158e-17	3.3910e-01	9.5600e+01
LAE	4.0117e+03	5.7677e-17	5.4330e-01	5.6990e+01
LAE	4.0639e+03	6.0898e-17	1.5610e-01	2.1492e+02
LAE	4.1393e+03	8.8346e-17	2.2400e-01	2.2541e+02
LAE	3.9465e+03	5.0640e-17	2.9635e+00	8.8776e+00
LAE	3.9286e+03	5.6232e-17	2.6534e+00	1.0910e+01
LAE	3.9350e+03	5.2801e-17	-7.9900e-02	1.0000e+04
LAE	3.8329e+03	1.0901e-16	5.7630e-01	9.2695e+01
LAE	4.1868e+03	1.2901e-16	1.9990e-01	3.7737e+02
LAE	4.0868e+03	1.2634e-16	7.2280e-01	9.7382e+01
LAE	4.0085e+03	5.8775e-17	3.8160e-01	8.2551e+01
LAE	3.9737e+03	1.4618e-16	9.5680e-01	8.0469e+01
LAE	4.1697e+03	5.2978e-17	1.9550e-01	1.5716e+02
LAE	3.8854e+03	5.3671e-17	1.3830e-01	1.9542e+02
LAE	4.1879e+03	5.3839e-17	6.3290e-01	4.9766e+01
LAE	4.0001e+03	5.8574e-17	1.1290e+00	2.7690e+01
LAE	3.8732e+03	7.3497e-17	2.2300e-02	1.6492e+03
LAE	4.0300e+03	7.3800e-17	1.0339e+00	3.8669e+01
LAE	3.9543e+03	8.2654e-17	3.1370e-01	1.3743e+02
OII	4.1922e+03	7.7403e-17	3.9110e+00	1.1602e+01
LAE	3.8447e+03	7.2334e-17	5.1960e-01	6.8640e+01
LAE	3.8041e+03	5.8189e-17	3.1200e-01	9.0024e+01
LAE	4.0777e+03	5.3138e-17	2.9272e+00	1.0069e+01
LAE	3.8842e+03	5.5604e-17	1.1610e-01	2.4102e+02
OII	4.0841e+03	2.2562e-15	3.5706e+02	3.5157e+00
LAE	4.1670e+03	5.8999e-17	9.2200e-02	3.7064e+02
LAE	4.1731e+03	6.4815e-17	1.4090e-01	2.6722e+02
LAE	4.0413e+03	1.3476e-16	1.5188e+00	4.8338e+01
LAE	4.1443e+03	5.0650e-17	1.7200e-01	1.6871e+02
LAE	4.1230e+03	4.8660e-17	2.2466e+00	1.2281e+01
LAE	4.0043e+03	9.7610e-17	2.0659e+00	2.5271e+01
OII	4.1391e+03	7.1284e-17	2.7146e+00	1.5007e+01
LAE	3.8247e+03	1.4903e-16	1.3670e+00	5.3196e+01
LAE	3.9034e+03	7.4738e-17	1.6516e+00	2.2998e+01
LAE	4.0272e+03	5.0398e-17	8.3500e-02	3.2653e+02
LAE	3.8737e+03	7.3175e-17	8.1900e-02	4.4722e+02
LAE	3.8528e+03	6.9736e-17	1.7360e-01	1.9890e+02
LAE	4.1264e+03	1.0788e-16	1.7530e-01	3.4953e+02
OII	3.8401e+03	3.5535e-16	1.2336e+02	1.4170e+00
LAE	3.8211e+03	1.5160e-16	3.1209e+00	2.3658e+01
OII	4.1232e+03	7.2519e-17	1.2167e+00	3.3799e+01
LAE	3.9923e+03	6.9412e-17	5.7400e-02	6.4291e+02
LAE	4.0319e+03	7.9484e-17	2.9300e-02	1.4710e+03
LAE	3.9483e+03	5.0505e-17	7.2600e-02	3.6174e+02
LAE	3.8590e+03	1.0610e-16	8.8530e-01	5.9533e+01
LAE	4.1429e+03	6.1531e-17	6.5120e-01	5.4096e+01
OII	3.9524e+03	6.7752e-15	4.8255e+02	7.3160e+00
LAE	3.8942e+03	6.2253e-17	1.4954e+00	2.1058e+01
LAE	4.1515e+03	5.8915e-17	1.7050e-01	1.9865e+02
LAE	4.1326e+03	4.7269e-17	1.5664e+00	1.7191e+01
LAE	3.8792e+03	7.9256e-17	6.4400e-02	6.1776e+02
LAE	3.9313e+03	6.2767e-17	1.3230e-01	2.4458e+02
LAE	3.9444e+03	5.2145e-17	2.5700e-02	1.0530e+03
OII	4.1653e+03	2.3962e-16	1.7229e+02	8.0490e-01
LAE	3.8986e+03	7.1783e-17	1.6290e-01	2.2341e+02
LAE	4.1953e+03	4.4406e-17	2.8140e-01	9.2645e+01
OII	4.1594e+03	9.9177e-16	6.7198e+01	8.5172e+00
LAE	3.9476e+03	1.1432e-16	6.0150e-01	9.8793e+01
LAE	3.9886e+03	8.0333e-17	1.6580e-01	2.5711e+02
LAE	3.8511e+03	6.2117e-17	2.8300e-01	1.0858e+02
LAE	4.0171e+03	7.2284e-17	4.1920e-01	9.2817e+01
LAE	4.1848e+03	1.3569e-16	3.9160e-01	2.0241e+02
LAE	4.1851e+03	6.1930e-17	3.6260e-01	9.9786e+01
OII	3.9805e+03	1.5561e-16	3.7567e+02	2.1890e-01
LAE	3.9248e+03	5.2751e-17	-4.2600e-02	1.0000e+04
LAE	4.0289e+03	7.0818e-17	2.0540e-01	1.8668e+02
LAE	4.1767e+03	5.4024e-17	5.4320e-01	5.7873e+01
LAE	4.1192e+03	5.9365e-17	1.8190e-01	1.8472e+02
LAE	4.1750e+03	5.5577e-17	2.6120e-01	1.2371e+02
OII	4.1113e+03	1.8567e-16	1.4930e+01	7.0118e+00
LAE	4.1032e+03	5.4006e-17	1.4160e+00	2.1419e+01
LAE	4.0735e+03	9.4273e-17	7.1600e-02	7.2877e+02
OII	4.0006e+03	2.8633e-16	1.1422e+02	1.3383e+00
LAE	4.0839e+03	5.8669e-17	6.3541e+00	5.1367e+00
LAE	3.9829e+03	7.0841e-17	9.6710e-01	3.8761e+01
LAE	4.1528e+03	5.8799e-17	9.4300e-02	3.5868e+02
LAE	4.0985e+03	1.1464e-16	6.3266e+00	1.0153e+01
LAE	3.8649e+03	7.8849e-17	3.7030e-01	1.0609e+02
LAE	3.9321e+03	6.0060e-17	1.1020e-01	2.8108e+02
LAE	3.8434e+03	9.9520e-17	4.2530e-01	1.1530e+02
LAE	4.1694e+03	7.1430e-17	3.7450e-01	1.1060e+02
LAE	4.0170e+03	5.6787e-17	4.0050e-01	7.6319e+01
OII	4.1778e+03	1.3674e-16	3.9611e+01	2.0099e+00
LAE	3.8258e+03	8.8433e-17	9.6800e-02	4.4602e+02
LAE	3.8026e+03	6.1582e-17	2.0180e-01	1.4719e+02
LAE	4.1632e+03	5.8365e-17	1.0737e+00	3.1428e+01
OII	4.1969e+03	7.0691e-17	8.0207e+00	5.1784e+00
OII	4.1750e+03	7.2310e-16	1.8312e+01	2.2960e+01
LAE	3.8895e+03	6.6504e-17	3.8481e+00	8.7212e+00
OII	4.1139e+03	8.4565e-16	2.6526e+02	1.7997e+00
LAE	3.9672e+03	8.7633e-17	3.8540e-01	1.1937e+02
OII	4.0160e+03	8.4569e-17	3.5023e+00	1.2991e+01
LAE	4.1647e+03	5.3480e-17	2.5150e-01	1.2303e+02
LAE	4.0005e+03	1.5853e-16	9.2260e-01	9.1730e+01
OII	3.9223e+03	1.7922e-15	2.4220e+02	3.7973e+00
LAE	4.0790e+03	5.8292e-17	1.3473e+01	2.4012e+00
LAE	3.8796e+03	8.4757e-17	3.0070e-01	1.4151e+02
OII	4.0881e+03	5.9908e-16	6.3390e+01	5.2684e+00
